Movie Spanish,Movie Name real,mi_info,Year,Runtime,Genre,Rating,Director,Language,Country,sinopsis,plataformas,links_plataformas
Tiempos modernos,Tiempos modernos,11,1936,87,"Comedia, Drama, Romance",8.3,Charlie Chaplin,en,United States of America,"Extenuado por el frenético ritmo de la cadena de montaje, un obrero metalúrgico acaba perdiendo la razón. Después de recuperarse en un hospital, sale y es encarcelado por participar en una manifestación en la que se encontraba por casualidad. En la cárcel, también sin pretenderlo, ayuda a controlar un motín, gracias a lo cual queda en libertad. Una vez fuera, reemprende la lucha por la supervivencia en compañía de una joven huérfana a la que conoce en la calle.","Acontra Plus Amazon Channel, Acontra Plus",https://www.themoviedb.org/movie/3082-modern-times/watch?locale=ES
Tigre y dragón,Tigre y dragón,45,2000,119,"Aventura, Drama, Acción, Romance",7.436,Ang Lee,zh,"Hong Kong, Taiwan, United States of America, China","China del año 43 (1779) y ambientada en la historia de la Dinastía Quing. Li Mu Bai, un virtuoso de las artes marciales, tiene en su poder una espada mágica conocida como ""Destino Verde"". Éste no quiere seguir siendo un guerrero, por lo que decide darle la espada a su mejor amigo, Sir Te. Antes de que llegue el momento de entregarla, se la confía a su enamorada, la guerrera Yu Shu Lien, quien será la encargada de llevarla a la ciudad de Pekín, donde se encuentra su compañero. Sin embargo, una noche, un enmascarado entra en la casa de Sir Te y roba la espada. Así, Mu Bai y Shu Lien se lanzarán en la búsqueda de ""Destino Verde"", despertando, con ello, viejos fantasmas del pasado.","Acontra Plus, Netflix Standard with Ads, Acontra Plus Amazon Channel, Netflix",https://www.themoviedb.org/movie/146/watch?locale=ES
Time code,Beyond the Da Vinci Code,Plano secuencia,2005,90,"Historia, Documental",9.667,Will Ehbrecht,en,United States of America,,,
Time crimes,Los cronocrímenes,,2007,92,"Ciencia ficción, Suspense",7.0,Nacho Vigalondo,es,Spain,"Un hombre descubre a través de sus prismáticos a una preciosa joven e intenta encontrarla en la profundidad del bosque. De repente, un individuo armado con unas tijeras y con la cara cubierta por vendas rosas le ataca por la espalda. Consigue huir y alcanza un complejo científico en mitad del bosque. Allí, una máquina lo transporta al pasado, poco más de una hora. Encontrarse consigo mismo será la primera de una serie de catástrofes de consecuencias imprevisibles.","Movistar Plus+ Ficción Total , Movistar Plus+",https://www.themoviedb.org/movie/14139-los-cronocrimenes/watch?locale=ES
Todo sobre mi madre,Todo sobre mi madre,49,1999,101,"Comedia, Drama",7.617,Pedro Almodóvar,es,"Spain, France","Madrid. Manuela, una madre soltera, ve cómo su hijo muere el día en que cumple 17 años, por correr para conseguir el autógrafo de su actriz favorita. Decide entonces viajar a Barcelona en busca del padre de su hijo, un travestido llamado Lola, que ignoraba que tenía un hijo. Encuentra también a su amigo Agrado, otro travesti, y a través de él conoce a Rosa, una monja española y, por pura casualidad, Manuela termina convirtiéndose en la asistente de Huma Rojo, la actriz que admiraba su hijo.","Movistar Plus+ Ficción Total , Netflix Standard with Ads, Movistar Plus+, Netflix",https://www.themoviedb.org/movie/99-todo-sobre-mi-madre/watch?locale=ES
Todos a la cárcel,Todos a la cárcel,carcel,1993,99,Comedia,6.283,Luis García Berlanga,es,Spain,"En la cárcel Modelo de Valencia se va a celebrar el Día Internacional del Preso de Conciencia. Gentes de la política, la cultura y la farándula asistirán al acto y aprovecharán la ocasión para hacer lucrativos negocios.","Movistar Plus+ Ficción Total , FlixOlé, Movistar Plus+, FlixOlé Amazon Channel",https://www.themoviedb.org/movie/99902-todos-a-la-carcel/watch?locale=ES
Top gun,Top Gun: Maverick,tom cruise,2022,131,"Acción, Drama",8.158,Joseph Kosinski,en,United States of America,"Después de más de 30 años de servicio como uno de los mejores aviadores de la Armada, Pete ""Maverick"" Mitchell se encuentra dónde siempre quiso estar, empujando los límites como un valiente piloto de prueba y esquivando el alcance en su rango, que no le dejaría volar emplazándolo en tierra. Cuando se encuentra entrenando a un destacamento de graduados de Top Gun para una misión especializada, Maverick se encuentra allí con el teniente Bradley Bradshaw, el hijo de su difunto amigo ""Goose"".","Movistar Plus+ Ficción Total , Movistar Plus+",https://www.themoviedb.org/movie/361743-top-gun-maverick/watch?locale=ES
Toro salvaje,Toro salvaje,62,1980,129,"Drama, Historia",7.9,Martin Scorsese,en,United States of America,"Jake la Motta es un joven boxeador que se entrena duramente, ayudado por su hermano Joey, para convertirse en el número uno de los pesos medios. Pronto consigue ver hecho realidad tan ansiado sueño, pero el triunfo y el éxito convierten su vida en una pesadilla. Por un lado, su matrimonio cada vez marcha peor debido a sus salidas nocturnas con otras mujeres; por otro, la mafia le presiona para que amañe combates. En poco tiempo gasta todo el capital del que dispone, para volver nuevamente a pasar todo tipo de penurias.","Movistar Plus+ Ficción Total , MGM Plus Amazon Channel, Movistar Plus+, Filmin",https://www.themoviedb.org/movie/1578-raging-bull/watch?locale=ES
Touch of evil,Sed de mal,Plano secuencia,1958,108,"Crimen, Suspense, Drama",7.742,Orson Welles,en,United States of America,"Un agente de la policía de narcóticos (Heston) llega a la frontera mexicana con su esposa justo en el momento en que explota una bomba. Inmediatamente se hace cargo de la investigación contando con la colaboración de Quinlan (Welles), el jefe de la policía local, muy conocido en la zona por sus métodos expeditivos y poco ortodoxos. Una lucha feroz se desata entre los dos hombres, pues cada uno de ellos tiene pruebas contra el otro.",,https://www.themoviedb.org/movie/1480-touch-of-evil/watch?locale=ES
Tragedy girls,Tragedy Girls,,2017,96,"Terror, Comedia",6.01,Tyler MacIntyre,en,United States of America,"Sadie y McKayla están tan obsesionadas con las redes sociales que han decidido urdir un macabro plan: secuestrar a Lowell, un asesino en serie, para que las adiestre en el arte del horror y poder, así, petarlo en internet. Al principio, todo va según previsto, pero cuando las cosas se tuerzan y Lowell quede libre, a las autodenominadas “chicas trágicas” no les quedará más remedio que reconsiderar su plan.",,
Tren to busan,Train to Busan,zombies,2016,118,"Terror, Suspense, Acción, Aventura",7.749,Yeon Sang-ho,ko,South Korea,"Un virus letal se expande por Corea del Sur, provocando violentos altercados. Los pasajeros de un tren KTX que viaja de Seúl a Busan tendrán que luchar por su supervivencia.","Amazon Prime Video, Amazon Prime Video with Ads, Acontra Plus, Filmin",https://www.themoviedb.org/movie/396535/watch?locale=ES
Tres,Tres metros sobre el cielo,,2010,117,"Romance, Drama",7.727,Fernando González Molina,es,Spain,"En Barcelona, dos jóvenes que pertenecen a mundos opuestos se conocen. Ella, la dulce Babi, es una chica de clase alta que vive en un entorno tan protegido como poco excitante. Él, Hugo, conocido como el duro ""H"", es un chico impulsivo e irresponsable, aficionado a las peleas y a las carreras ilegales de motos. Esta es la crónica de un amor inicialmente imposible que arrastrará a ambos a un frenético viaje iniciático a través del cual descubrirán el amor.","Amazon Prime Video, Amazon Prime Video with Ads, Netflix Standard with Ads, Netflix, SkyShowtime",https://www.themoviedb.org/movie/61979-tres-metros-sobre-el-cielo/watch?locale=ES
Triangle,Triangle,,2009,99,Terror,6.919,Christopher Smith,en,"Australia, United Kingdom","Cuando Jess, de camino al puerto, atropella a una gaviota, no se imagina que se trata de un mal presagio. Cuando llega al yate, donde lo espera un grupo de amigos, nota que algo va mal, pero no acierta a saber por qué. Sus temores se acrecientan cuando se desencadena una tormenta que obliga al grupo a abandonar el yate para subir a otro barco, en el que Jess tiene la sensación de haber estado antes. El barco parece desierto, pero no están solos. Alguien los está cazando uno a uno. Y Jess, sin saberlo, tiene la llave que puede acabar ese horror.",,
Tu vida en 65',Tu vida en 65',julia,2006,100,"Drama, Romance",6.286,María Ripoll,es,Spain,"Un domingo cualquiera, tres jóvenes amigos leen la esquela de quien suponen es un compañero del colegio al que hace tiempo perdieron la pista. Acuden al tanatorio y se dan cuenta de que se han equivocado: aquel entierro no es el de su compañero de escuela. A partir de aquí la confusión y el azar tejen una historia de amistad, de amor y de muerte.","Movistar Plus+ Ficción Total , FlixOlé, FlixOlé Amazon Channel",https://www.themoviedb.org/movie/91099-tu-vida-en-65/watch?locale=ES
Turist,Turistas,,2006,93,"Terror, Suspense",5.477,John Stockwell,en,United States of America,"Tras un grave accidente de autobús, un grupo de turistas norteamericanos y australianos se encuentra sin medio de transporte en un remoto pueblo costero de Brasil. Allí en seguida confraternizan con la gente del lugar y montan una fiesta, pero a la mañana siguiente descubren que los nativos no eran tan hospitalarios como parecían, y que las paradisiacas playas de arena blanca y las junglas exuberantes esconden un secreto oscuro e inquietante...",,
Turistas,Turistas,,2006,93,"Terror, Suspense",5.477,John Stockwell,en,United States of America,"Tras un grave accidente de autobús, un grupo de turistas norteamericanos y australianos se encuentra sin medio de transporte en un remoto pueblo costero de Brasil. Allí en seguida confraternizan con la gente del lugar y montan una fiesta, pero a la mañana siguiente descubren que los nativos no eran tan hospitalarios como parecían, y que las paradisiacas playas de arena blanca y las junglas exuberantes esconden un secreto oscuro e inquietante...",,
Un hombre lobo americano en londres,Un hombre lobo americano en Londres,72,1981,97,"Comedia, Terror",7.395,John Landis,en,"United Kingdom, United States of America","Dos mochileros norteamericanos, David Kessler y Jack están de viaje por Europa. Caminando por una zona rural de Inglaterra, la población local los mira mal cuando entran en un bar. Al salir, reciben todo tipo de extrañas advertencias: 'Manténganse en la carretera y aléjense de los pantanos' y 'Cuidado con la luna'. Aun así, los jóvenes se adentran en la oscuridad y no se dan cuenta que están siendo seguidos por una terrible criatura.",Lionsgate+ Amazon Channels,https://www.themoviedb.org/movie/814-an-american-werewolf-in-london/watch?locale=ES
Un profeta,Un profeta,carcel,2009,155,"Crimen, Drama",7.573,Jacques Audiard,fr,"France, Italy","Condenado a seis años de prisión, Malik El Djebena no sabe leer ni escribir. Cuando llega a la cárcel completamente solo, parece más joven y frágil que los demás presos. Tiene 19 años. Arrinconado por el cabecilla de la banda de corsos que domina la prisión, le encomiendan una serie de “misiones” que debe cumplir para hacerse más fuerte y ganarse la confianza del líder. Pero Malik es valiente y aprende rápido, e incluso se atreve a hacer sus propios planes.","Acontra Plus Amazon Channel, Acontra Plus",https://www.themoviedb.org/movie/21575-un-prophete/watch?locale=ES
Un tranvía llamado deseo,Un tranvía llamado deseo,64,1951,122,"Drama, Suspense",7.614,Elia Kazan,en,United States of America,"Blanche, que pertenece a una rancia pero arruinada familia sureña, es una mujer madura y decadente que vive anclada en el pasado. Ciertas circunstancias la obligan a ir a vivir a Nueva Orleáns con su hermana Stella y su cuñado Stanley (Marlon Brando), un hombre rudo y violento. A pesar de su actitud remilgada y arrogante, Blanche oculta un escabroso pasado que la ha conducido al desequilibrio mental. Su inestable conducta provoca conflictos que alteran la vida de la joven pareja.","Movistar Plus+ Ficción Total , Movistar Plus+",https://www.themoviedb.org/movie/702-a-streetcar-named-desire/watch?locale=ES
una novia por navidad,Una niñera por Navidad,LGTB,2010,88,"Comedia, Familia, Película de TV",5.4,Michael Feifer,en,United States of America,"Ally (Emmanuelle Vaugier) es una mujer inteligente, joven, con carrera, que necesita un nuevo puesto de trabajo. Samantha (Cynthia Gibb) es un ajetreado ejecutivo de publicidad de Beverly Hills. Danny Donner (Dean Cain) es el dueño de una empresa de chocolate que quiere una gran campaña publicitaria de inmediato. Comedia de sorprendentes pequeñas mentiras, grandes deseos de vacaciones, y una mujer que sólo puede encontrar el amor en lugares inesperados al convertirse en la niñera de la NAVIDAD. (FILMAFFINITY)",,
Una paloma se posó en una rama a reflexionar sobre la existencia,Una paloma se posó en una rama a reflexionar sobre la existencia,,2014,101,"Drama, Comedia, Fantasía",6.8,Roy Andersson,sv,"France, Germany, Norway, Sweden, Denmark","Narra la vida de dos perdedores de entre 50 y 60 años, dos vendedores de artículos de broma que viven en una casa abandonada, y que tienen tres encuentros con la muerte. Cual Don Quijote y Sancho Panza del momento actual, Sam y Jonathan nos conducen por un recorrido caleidoscopio a través del destino del ser humano.",Filmin,https://www.themoviedb.org/movie/110390-en-duva-satt-pa-en-gren-och-funderade-pa-tillvaron/watch?locale=ES
